name,socket,form_factor,max_memory,memory_slots
ASRock X570S PG Riptide,AM4,ATX,128,4
Asus ROG STRIX X99 GAMING,LGA2011-3,ATX,128,8
Gigabyte B660M DS3H AX DDR4,LGA1700,Micro ATX,128,4
Asus ProArt B760-CREATOR WIFI,LGA1700,ATX,192,4
MSI B350M BAZOOKA,AM4,Micro ATX,64,4
Gigabyte B365M DS3H WIFI,LGA1151,Micro ATX,64,4
Asus ROG STRIX Z490-E GAMING,LGA1200,ATX,128,4
Gigabyte H610M S2H V3 DDR4,LGA1700,Micro ATX,64,2
ASRock H610M-ITX/eDP,LGA1700,Mini ITX,64,2
Asus ROG ZENITH EXTREME ALPHA,sTR4,EATX,128,8
MSI PRO Z690-A DDR4,LGA1700,ATX,128,4
Asus Prime X470-Pro,AM4,ATX,64,4
ASRock X570 Steel Legend WiFi ax,AM4,ATX,128,4
Gigabyte Z390 UD,LGA1151,ATX,128,4
Gigabyte GA-B250M-DS3H,LGA1151,Micro ATX,64,4
Gigabyte Z790 UD AX,LGA1700,ATX,192,4
MSI B460M PRO-VDH WIFI,LGA1200,Micro ATX,128,4
Asus TUF GAMING B760M-PLUS WIFI,LGA1700,Micro ATX,192,4
ASRock Z77 Extreme4,LGA1155,ATX,32,4
Asus Z170-A,LGA1151,ATX,64,4
Asus P5G41-M LE/CSM,LGA775,Micro ATX,8,2
ASRock B550 Steel Legend,AM4,ATX,128,4
Asus ROG STRIX B760-G GAMING WIFI,LGA1700,Micro ATX,192,4
ASRock Z790 Taichi Carrara,LGA1700,EATX,192,4
Asus TUF GAMING B760-PLUS WIFI D4,LGA1700,ATX,192,4
Asus PRIME Z790M-PLUS D4,LGA1700,Micro ATX,128,4
MSI A320M-A PRO,AM4,Micro ATX,64,2
MSI MAG X570S TOMAHAWK MAX WIFI,AM4,ATX,128,4
ASRock Z690M PG RIPTIDE/D5,LGA1700,Micro ATX,192,4
Asus Prime X299-A II,LGA2066,ATX,256,8
ASRock B560 Steel Legend,LGA1200,ATX,128,4
Gigabyte TRX40 AORUS MASTER,sTRX4,EATX,256,8
ASRock X570 Taichi,AM4,ATX,128,4
MSI MPG Z490 GAMING PLUS,LGA1200,ATX,128,4
ASRock Z790 PG-ITX/TB4,LGA1700,Mini ITX,96,2
Asus TUF GAMING H570-PRO WIFI,LGA1200,ATX,128,4
MSI B450M GAMING PLUS,AM4,Micro ATX,64,2
Asus PRIME B550M-A,AM4,Micro ATX,128,4
Asus H81M-K,LGA1150,Micro ATX,16,2
Gigabyte H610I DDR4,LGA1700,Mini ITX,64,2
Asus PRIME B550M-A AC,AM4,Micro ATX,128,4
Gigabyte Z790 AORUS ELITE AX DDR4,LGA1700,ATX,128,4
Asus TUF GAMING B560M-PLUS WIFI,LGA1200,Micro ATX,128,4
Asus ROG MAXIMUS XI HERO (WI-FI),LGA1151,ATX,128,4
MSI B450M MORTAR MAX,AM4,Micro ATX,128,4
Asus ROG MAXIMUS Z690 HERO,LGA1700,ATX,192,4
Asus ROG MAXIMUS Z790 HERO EVA-02 EDITION,LGA1700,ATX,192,4
MSI MPG Z390 GAMING PLUS,LGA1151,ATX,128,4
ASRock Z790 PG SONIC,LGA1700,ATX,192,4
ASRock X570 Pro4,AM4,ATX,128,4
Asus PRIME Z790-V AX,LGA1700,ATX,192,4
Asus PRIME A620-PLUS WIFI,AM5,ATX,192,4
Asus STRIX B350-F GAMING,AM4,ATX,64,4
Asus ROG MAXIMUS Z690 FORMULA,LGA1700,ATX,192,4
Gigabyte B450M S2H,AM4,Micro ATX,32,2
Asus TUF GAMING B650-E WIFI,AM5,ATX,192,4
Asus PRIME Z690-A,LGA1700,ATX,192,4
Gigabyte A620M DS3H,AM5,Micro ATX,192,4
Asus PRIME A620M-A-CSM,AM5,Micro ATX,192,4
MSI B550M PRO-VDH,AM4,Micro ATX,128,4
MSI Z97-GAMING 5,LGA1150,ATX,32,4
Asus ROG Crosshair VIII Hero (WI-FI),AM4,ATX,128,4
Asus PRIME Z690-P D4,LGA1700,ATX,128,4
Asus ROG STRIX B550-E GAMING,AM4,ATX,128,4
Asus PRIME B760M-K D4,LGA1700,Micro ATX,64,2
ASRock FM2A68M-DG3+,FM2+,Micro ATX,32,2
MSI MAG B760M MORTAR WIFI,LGA1700,Micro ATX,192,4
Asus TUF GAMING B650M-PLUS,AM5,Micro ATX,192,4
Asus PRIME B550M-K ARGB,AM4,Micro ATX,64,2
ASRock X570 Taichi Razer Edition,AM4,ATX,128,4
Asus PRIME A620M-K,AM5,Micro ATX,96,2
Gigabyte A520M H,AM4,Micro ATX,64,2
MSI Big Bang - XPower II,LGA2011,XL ATX,128,8
Gigabyte X570 I AORUS PRO WIFI,AM4,Mini ITX,64,2
MSI PRO B660M-A WIFI DDR4,LGA1700,Micro ATX,128,4
Intel DQ77MK,LGA1155,Micro ATX,32,4
MSI B450 GAMING PRO CARBON AC,AM4,ATX,64,4
Asus H110M-C/CSM,LGA1151,Micro ATX,32,2
NZXT N7-Z69XT-W1,LGA1700,ATX,128,4
Asus PRIME B660M-A AC D4,LGA1700,Micro ATX,128,4
MSI MAG Z690 TOMAHAWK WIFI,LGA1700,ATX,192,4
Asus TUF Gaming Z590-PLUS WIFI,LGA1200,ATX,128,4
ASRock 970M PRO3,AM3+/AM3,Micro ATX,64,4
Supermicro X11SCL-IF,LGA1151,Mini ITX,64,2
Gigabyte H610M S2H,LGA1700,Micro ATX,64,2
Asus Strix B550-XE Gaming WiFi,AM4,ATX,128,4
MSI MAG B660M MORTAR WIFI DDR4,LGA1700,Micro ATX,128,4
Asus TUF GAMING A620M-PLUS,AM5,Micro ATX,192,4
MSI MPG Z690 CARBON WIFI,LGA1700,ATX,192,4
Supermicro MBD-X10DRI-O,2 x LGA2011-3 Narrow,EATX,1024,16
MSI H310M PRO-VDH PLUS,LGA1151,Micro ATX,32,2
ASRock Z690 Taichi,LGA1700,ATX,192,4
ASRock X570 Phantom Gaming 4,AM4,ATX,128,4
Gigabyte GA-B85M-D3H,LGA1150,Micro ATX,32,4
Gigabyte B760M GAMING X DDR4,LGA1700,Micro ATX,128,4
ASRock B450 Pro4,AM4,ATX,64,4
MSI X570-A PRO,AM4,ATX,128,4
MSI B350 TOMAHAWK,AM4,ATX,64,4
Asus ROG MAXIMUS Z790 EXTREME,LGA1700,EATX,192,4
Asus STRIX Z270-E GAMING,LGA1151,ATX,64,4
Gigabyte B760 DS3H AX DDR4,LGA1700,ATX,128,4
MSI B550M-A PRO,AM4,Micro ATX,64,2
Gigabyte B550 VISION D-P,AM4,ATX,128,4
Asus Prime Z370-A,LGA1151,ATX,64,4
Asus PRIME Q270M-C,LGA1151,Micro ATX,64,4
MSI B450 GAMING PRO CARBON MAX WIFI,AM4,ATX,128,4
Gigabyte Z690 GAMING X DDR4,LGA1700,ATX,128,4
Asus PRIME B550M-A/CSM,AM4,Micro ATX,128,4
ASRock B365M Pro4,LGA1151,Micro ATX,64,4
Asus ROG Strix X570-F Gaming,AM4,ATX,128,4
ASRock B550M-C,AM4,Micro ATX,128,4
ASRock A620M-HDV/M.2+,AM5,Micro ATX,96,2
MSI MPG Z390 GAMING PRO CARBON,LGA1151,ATX,128,4
Gigabyte B760M DS3H,LGA1700,Micro ATX,192,4
Gigabyte B660M DS3H DDR4,LGA1700,Micro ATX,128,4
Asus P5QL-VM DO/CSM,LGA775,Micro ATX,16,4
MSI PRO B760-VC WIFI,LGA1700,ATX,192,4
Asus PRIME H310M-E R2.0,LGA1151,Micro ATX,32,2
Gigabyte H510M H V2,LGA1200,Micro ATX,64,2
Gigabyte B550 AORUS PRO AC,AM4,ATX,128,4
Gigabyte Z790 AORUS XTREME X ICE,LGA1700,EATX,192,4
ASRock B660M Pro RS/ax,LGA1700,Micro ATX,128,4
Asus ProArt B550-CREATOR,AM4,ATX,128,4
NZXT N7-Z69XT-B1,LGA1700,ATX,128,4
Asus TUF GAMING B760M-PLUS II,LGA1700,Micro ATX,192,4
Gigabyte B760M H DDR4,LGA1700,Micro ATX,64,2
Asus PRIME H770-PLUS D4,LGA1700,ATX,128,4
MSI MPG X570 GAMING PRO CARBON WIFI,AM4,ATX,128,4
Asus Pro WS X299 SAGE II,LGA2066,SSI CEB,256,8
Asus Z170 PRO GAMING,LGA1151,ATX,64,4
Asus TUF GAMING A620-PRO WIFI,AM5,ATX,192,4
MSI PRO B760-P WIFI,LGA1700,ATX,192,4
Asus PRIME Z590-A,LGA1200,ATX,128,4
ASRock B760M Pro RS/D4,LGA1700,Micro ATX,128,4
Asus PRIME B360M-A,LGA1151,Micro ATX,64,4
ASRock B650E TAICHI,AM5,EATX,192,4
Gigabyte X570S AORUS ELITE AX,AM4,ATX,128,4
Asus PRIME B350-PLUS,AM4,ATX,64,4
MSI X470 GAMING PLUS,AM4,ATX,64,4
Gigabyte GA-AB350-GAMING 3,AM4,ATX,64,4
Gigabyte B650 Gaming X,AM5,ATX,192,4
Asus PRIME H610M-E D4-CSM,LGA1700,Micro ATX,64,2
MSI TRX40 PRO WIFI,sTRX4,ATX,256,8
Gigabyte Z390 GAMING X,LGA1151,ATX,128,4
Gigabyte B760 GAMING X,LGA1700,ATX,192,4
MSI MPG B560I GAMING EDGE WIFI,LGA1200,Mini ITX,64,2
MSI MPG Z690 FORCE WIFI,LGA1700,ATX,192,4
Asus ROG Crosshair VIII Hero,AM4,ATX,128,4
Asus TUF Z390-PLUS GAMING (WI-FI),LGA1151,ATX,128,4
Gigabyte Z790 AORUS XTREME,LGA1700,EATX,192,4
MSI B450M PRO-M2 MAX,AM4,Micro ATX,32,2
Gigabyte B550 AORUS ELITE AX,AM4,ATX,128,4
Gigabyte GA-Z270P-D3,LGA1151,ATX,64,4
ASRock Z790 Taichi,LGA1700,EATX,192,4
Asus TUF B450-PLUS GAMING,AM4,ATX,64,4
Asus PRIME B560M-A,LGA1200,Micro ATX,128,4
ASRock B760M PG Lightning/D4,LGA1700,Micro ATX,128,4
MSI H510M-A PRO,LGA1200,Micro ATX,64,2
MSI MAG Z490 TOMAHAWK,LGA1200,ATX,128,4
Gigabyte B760M GAMING X AX,LGA1700,Micro ATX,192,4
Asus Z10PE-D16 WS,2 x LGA2011-3,SSI EEB,1024,16
Gigabyte B650M S2H,AM5,Micro ATX,96,2
MSI PRO Z690-P DDR4,LGA1700,ATX,128,4
Gigabyte X570 GAMING X,AM4,ATX,128,4
MSI PRO B660M-A DDR4,LGA1700,Micro ATX,128,4
ASRock H610M-HDV,LGA1700,Micro ATX,64,2
Asus ROG MAXIMUS Z690 APEX,LGA1700,ATX,96,2
Asus PRIME B560-PLUS,LGA1200,ATX,128,4
ASRock Z690 Steel Legend WiFi 6E/D5,LGA1700,ATX,192,4
Asus TUF GAMING B660M-PLUS WIFI D4,LGA1700,Micro ATX,128,4
MSI Z590-A PRO,LGA1200,ATX,128,4
ASRock B550 Taichi Razer Edition,AM4,ATX,128,4
MSI A520M PRO,AM4,Micro ATX,64,2
MSI MPG B550I GAMING EDGE WIFI,AM4,Mini ITX,64,2
Asus ROG STRIX X470-F Gaming,AM4,ATX,64,4
ASRock B760M PG Lightning,LGA1700,Micro ATX,192,4
Asus ROG STRIX Z370-F GAMING,LGA1151,ATX,64,4
Gigabyte X470 AORUS ULTRA GAMING,AM4,ATX,64,4
Gigabyte B760 DS3H AX,LGA1700,ATX,192,4
ASRock H610M-ITX/ac,LGA1700,Mini ITX,64,2
Asus PRIME B650M-K,AM5,Micro ATX,96,2
MSI B350M MORTAR ARCTIC,AM4,Micro ATX,64,4
Biostar H610MH,LGA1700,Micro ATX,64,2
Asus TUF GAMING B550-PLUS (WI-FI),AM4,ATX,128,4
ASRock H610M-HDV/M.2,LGA1700,Micro ATX,64,2
Gigabyte B460M DS3H AC,LGA1200,Micro ATX,128,4
ASRock A320M/ac,AM4,Micro ATX,32,2
Asus Prime Z590-P WiFi,LGA1200,ATX,128,4
Gigabyte X670 GAMING X AX (rev. 1.0),AM5,ATX,192,4
Asus PRIME Z690-P WIFI D4,LGA1700,ATX,128,4
Asus TUF GAMING B550M-E WIFI,AM4,Micro ATX,128,4
Asus PROART B760-CREATOR D4,LGA1700,ATX,128,4
MSI PRO B760M-E DDR4,LGA1700,Micro ATX,64,2
Asus ProArt Z690-CREATOR WIFI,LGA1700,ATX,192,4
Asus Zenith II Extreme,sTRX4,EATX,256,8
ASRock B560M-C,LGA1200,Micro ATX,128,4
ASRock Z790 LiveMixer,LGA1700,ATX,192,4
Asus ROG STRIX Z390-F GAMING,LGA1151,ATX,128,4
MSI Z270-A PRO,LGA1151,ATX,64,4
ASRock B550 PG Velocita,AM4,ATX,128,4
MSI B450I GAMING PLUS AC,AM4,Mini ITX,64,2
Asus ROG Strix B450-I Gaming,AM4,Mini ITX,64,2
Gigabyte Z790 UD,LGA1700,ATX,192,4
Gigabyte Z690 AERO G,LGA1700,ATX,128,4
Asus ROG Strix X299-E Gaming II,LGA2066,ATX,256,8
Biostar B450MH,AM4,Micro ATX,32,2
Asus PRIME H510M-A,LGA1200,Micro ATX,64,2
Asus Prime B760M-K,LGA1700,Micro ATX,96,2
Asus Z97-A,LGA1150,ATX,32,4
Gigabyte A520M K,AM4,Micro ATX,64,2
Asus B75M-Plus,LGA1155,Micro ATX,32,4
Asus ROG STRIX Z690-G GAMING WIFI,LGA1700,Micro ATX,128,4
Gigabyte GA-H81M-DS2V,LGA1150,Micro ATX,16,2
Supermicro X9SRI-F-O,LGA2011,ATX,64,8
MSI B350M GAMING PRO,AM4,Micro ATX,32,2
MSI B360M BAZOOKA,LGA1151,Micro ATX,64,4
ASRock A620M Pro RS,AM5,Micro ATX,192,4
Gigabyte Z790 D AX,LGA1700,ATX,192,4
Gigabyte X570S AERO G,AM4,ATX,128,4
Asus TUF B450M-PLUS GAMING,AM4,Micro ATX,64,4
Asus TUF GAMING B550-PRO,AM4,ATX,128,4
Asus PRIME H610M-E D4,LGA1700,Micro ATX,64,2
MSI B450M BAZOOKA MAX WIFI,AM4,Micro ATX,128,4
ASRock B550M Pro RS,AM4,Micro ATX,128,4
Gigabyte H610M H V2,LGA1700,Micro ATX,96,2
Gigabyte Z790M AORUS ELITE AX,LGA1700,Micro ATX,192,4
Gigabyte B560M DS3H V3,LGA1200,Micro ATX,128,4
Gigabyte X570 AORUS MASTER,AM4,ATX,128,4
Asus TUF GAMING Z490-PLUS (WI-FI),LGA1200,ATX,128,4
Asus PRIME H610M-A D4-CSM,LGA1700,Micro ATX,64,2
Gigabyte X570 AORUS PRO WIFI,AM4,ATX,128,4
ASRock B550 PG Riptide,AM4,ATX,128,4
Asus ROG Strix TRX40-E Gaming,sTRX4,ATX,256,8
Gigabyte B760 DS3H,LGA1700,ATX,192,4
ASRock B450M-HDV,AM4,Micro ATX,32,2
MSI MPG X570S EDGE MAX WIFI,AM4,ATX,128,4
MSI B650M GAMING WIFI,AM5,Micro ATX,96,2
Gigabyte B550M AORUS PRO-P,AM4,Micro ATX,128,4
Intel DH61AG,LGA1155,Thin Mini ITX,16,2
MSI MAG Z390 TOMAHAWK,LGA1151,ATX,128,4
Gigabyte GA-A320M-H,AM4,Micro ATX,32,2
Asus ProArt B660-CREATOR D4,LGA1700,ATX,128,4
ASRock A520M Phantom Gaming 4,AM4,Micro ATX,128,4
ASRock B365M-HDV,LGA1151,Micro ATX,32,2
MSI B350 PC MATE,AM4,ATX,64,4
Asus Prime Z370-P,LGA1151,ATX,64,4
NZXT N5 Z690,LGA1700,ATX,128,4
ASRock Z790M PG LIGHTNING/D4,LGA1700,Micro ATX,128,4
Asus PRIME B650M-A AX,AM5,Micro ATX,128,4
MSI Z370 GAMING PLUS,LGA1151,ATX,64,4
Gigabyte H310M M.2 2.0,LGA1151,Micro ATX,32,2
ASRock Z790 Pro RS/D4,LGA1700,ATX,128,4
Gigabyte B550 GAMING X,AM4,ATX,128,4
Asus MAXIMUS Z690 HERO EVA,LGA1700,ATX,128,4
MSI B450M MORTAR TITANIUM,AM4,Micro ATX,64,4
Gigabyte Z690 AORUS ULTRA,LGA1700,ATX,192,4
MSI Z170A GAMING M5,LGA1151,ATX,64,4
MSI Z590 PRO WIFI,LGA1200,ATX,128,4
ASRock Z390 Phantom Gaming 4S,LGA1151,ATX,128,4
ASRock Z390 Phantom Gaming 4,LGA1151,ATX,128,4
ASRock AB350 Pro4,AM4,ATX,64,4
Asus TUF GAMING Z690-PLUS D4,LGA1700,ATX,128,4
Asus PRIME B660M-A D4,LGA1700,Micro ATX,128,4
MSI 970 GAMING,AM3+,ATX,32,4
Asus X99-A II,LGA2011-3,ATX,128,8
MSI PRO H610M-G,LGA1700,Micro ATX,96,2
Gigabyte Z590 UD AC,LGA1200,ATX,128,4
Asus TUF GAMING A520M-PLUS,AM4,Micro ATX,128,4
Gigabyte GA-F2A78M-HD2,FM2+,Micro ATX,64,2
Asus PRIME B460M-A,LGA1200,Micro ATX,128,4
MSI MPG X570S CARBON MAX WIFI,AM4,ATX,128,4
Gigabyte Z690 UD AX DDR4,LGA1700,ATX,128,4
Gigabyte B560 DS3H AC,LGA1200,ATX,128,4
Asus Prime TRX40-Pro,sTRX4,ATX,256,8
Biostar A320MH,AM4,Micro ATX,32,2
MSI B550M PRO-VDH WIFI (CEC),AM4,Micro ATX,128,4
Gigabyte H610M H V3 DDR4,LGA1700,Micro ATX,64,2
Gigabyte X570S AORUS MASTER,AM4,ATX,128,4
Gigabyte GA-A320M-S2H V2,AM4,Micro ATX,32,2
Asus Pro H510M-CT/CSM,LGA1200,Micro ATX,64,2
MSI PRO H610M-E,LGA1700,Micro ATX,96,2
ASRock H610M-HVS/M.2 R2.0,LGA1700,Micro ATX,64,2
Asus PRIME B450M-A/CSM,AM4,Micro ATX,64,4
Gigabyte B550 AORUS ELITE,AM4,ATX,128,4
Gigabyte Z390 AORUS ULTRA,LGA1151,ATX,128,4
Asus TUF B365M-PLUS GAMING,LGA1151,Micro ATX,64,4
ASRock H510M-HDV/M.2,LGA1200,Micro ATX,64,2
Asus ROG MAXIMUS Z690 EXTREME,LGA1700,EATX,192,4
Asus TUF GAMING B460M-PLUS (WI-FI),LGA1200,Micro ATX,128,4
MSI MAG B550M MORTAR,AM4,Micro ATX,128,4
ASRock B360M Pro4,LGA1151,Micro ATX,64,4
Asus H61M-K,LGA1155,Micro ATX,16,2
MSI MEG Z590 UNIFY-X,LGA1200,ATX,128,4
Gigabyte Z390 I AORUS PRO WIFI,LGA1151,Mini ITX,64,2
Gigabyte B450 AORUS PRO,AM4,ATX,64,4
NZXT N7 Z590,LGA1200,ATX,128,4
Asus PRIME B450M-K,AM4,Micro ATX,32,2
Asus PRIME Z490-A,LGA1200,ATX,128,4
Asus MAXIMUS VIII HERO,LGA1151,ATX,64,4
Asus TUF GAMING B450M-PRO II,AM4,Micro ATX,128,4
Gigabyte Z790 GAMING X,LGA1700,ATX,192,4
Gigabyte H510M H,LGA1200,Micro ATX,64,2
MSI PRO Z690-A,LGA1700,ATX,192,4
MSI MAG B550M BAZOOKA,AM4,Micro ATX,128,4
MSI B250M BAZOOKA,LGA1151,Micro ATX,64,4
Asus PRIME H310M-K,LGA1151,Micro ATX,32,2
Asus TUF GAMING Z790-PLUS D4,LGA1700,ATX,128,4
Asus PRIME B650M-A WIFI,AM5,Micro ATX,128,4
MSI MPG Z790 EDGE WIFI DDR4,LGA1700,ATX,128,4
Gigabyte Z390 AORUS ELITE,LGA1151,ATX,128,4
ASRock A320M-HDV,AM4,Micro ATX,32,2
Asus ROG MAXIMUS XIII HERO,LGA1200,ATX,128,4
MSI MEG Z690I UNIFY,LGA1700,Mini ITX,96,2
Asus WS X299 SAGE/10G,LGA2066,SSI CEB,128,8
Asus Pro B550M-C/CSM,AM4,Micro ATX,128,4
MSI Z270 GAMING PRO CARBON,LGA1151,ATX,64,4
Supermicro MBD-X10SRL-F-O,LGA2011-3 Narrow,ATX,1024,8
ASRock Z690 PG Velocita,LGA1700,ATX,192,4
Asus PRIME B250M-A,LGA1151,Micro ATX,64,4
Gigabyte B660I AORUS Pro DDR4,LGA1700,Mini ITX,64,2
Asus PRIME B365M-A,LGA1151,Micro ATX,64,4
Gigabyte GA-G41MT-S2PT,LGA775,Micro ATX,8,2
Asus MAXIMUS VII HERO,LGA1150,ATX,32,4
MSI B365M PRO-VDH,LGA1151,Micro ATX,64,4
Asus X99-M WS,LGA2011-3,Micro ATX,64,4
ASRock B550M/ac,AM4,Micro ATX,128,4
ASRock Z390 Pro4,LGA1151,ATX,128,4
Asus ROG Crosshair VIII Formula,AM4,ATX,128,4
Asus ROG STRIX B660-A GAMING WIFI,LGA1700,ATX,128,4
Gigabyte Z390 AORUS MASTER,LGA1151,ATX,128,4
MSI MPG Z490 GAMING CARBON WIFI,LGA1200,ATX,128,4
MSI MPG Z690 EDGE WIFI,LGA1700,ATX,192,4
Gigabyte B460M DS3H V2,LGA1200,Micro ATX,128,4
MSI X370 GAMING PRO CARBON,AM4,ATX,64,4
MSI B560M PRO-VDH WIFI,LGA1200,Micro ATX,128,4
Gigabyte GA-78LMT-USB3,AM3+,Micro ATX,32,4
Asus ROG STRIX Z590-A GAMING WIFI,LGA1200,ATX,128,4
Gigabyte Z690 AORUS ELITE AX,LGA1700,ATX,192,4
Asus ROG Crosshair VIII Extreme,AM4,EATX,128,4
Gigabyte B760 GAMING X AX DDR4,LGA1700,ATX,128,4
Gigabyte GA-Z97X-SLI,LGA1150,ATX,32,4
ASRock B450M Pro4-F,AM4,Micro ATX,64,4
ASRock X370 Pro4,AM4,ATX,64,4
MSI H510M PRO,LGA1200,Micro ATX,64,2
Gigabyte Z370P D3,LGA1151,ATX,64,4
Gigabyte Z790 D DDR4,LGA1700,ATX,128,4
Asus PRIME X370-PRO,AM4,ATX,64,4
Asus TUF GAMING B650M-E,AM5,Micro ATX,192,4
Asus TUF GAMING B550M-PLUS (WI-FI),AM4,Micro ATX,128,4
ASRock TRX40 Creator,sTRX4,ATX,256,8
Asus ROG MAXIMUS X HERO (WI-FI AC),LGA1151,ATX,64,4
Asus PRIME H610M-K,LGA1700,Micro ATX,96,2
MSI MPG B550 GAMING CARBON WIFI,AM4,ATX,128,4
Asus PRIME Z690-P,LGA1700,ATX,192,4
Asus ROG STRIX B560-A GAMING WIFI,LGA1200,ATX,128,4
Biostar B450NH,AM4,Mini ITX,64,2
Gigabyte B760M GAMING DDR4,LGA1700,Micro ATX,64,2
Asus PRIME B350M-A,AM4,Micro ATX,64,4
Gigabyte B360M DS3H,LGA1151,Micro ATX,64,4
Asus PRIME B650M-A II-CSM,AM5,Micro ATX,192,4
Asus PRIME Z590-P,LGA1200,ATX,128,4
ASRock B365 Phantom Gaming 4,LGA1151,ATX,128,4
Asus M5A78L-M PLUS/USB3,AM3+,Micro ATX,32,4
Gigabyte GA-H61M-S1,LGA1155,Micro ATX,16,2
Asus ROG Crosshair VIII Impact,AM4,Mini DTX,64,2
Asus ROG STRIX B760-G GAMING WIFI D4,LGA1700,Micro ATX,128,4
Gigabyte H610M S2H V2,LGA1700,Micro ATX,96,2
Asus B85M-G,LGA1150,Micro ATX,32,4
MSI MAG Z590 TOMAHAWK WIFI,LGA1200,ATX,128,4
Asus PRIME H310M-E,LGA1151,Micro ATX,32,2
ASRock H310CM-HDV,LGA1151,Micro ATX,32,2
ASRock X299 Taichi CLX,LGA2066,ATX,256,8
Asus PRIME B550M-A (WI-FI),AM4,Micro ATX,128,4
Gigabyte B650M AORUS PRO AX,AM5,Micro ATX,192,4
ASRock AB350M Pro4,AM4,Micro ATX,64,4
Asus PRIME B760M-A D4,LGA1700,Micro ATX,128,4
Gigabyte Z590 VISION G,LGA1200,ATX,128,4
Asus PRIME Z270-P,LGA1151,ATX,64,4
Gigabyte B360M HD3,LGA1151,Micro ATX,32,2
ASRock H470M-HVS,LGA1200,Micro ATX,64,2
MSI MAG B560 TOMAHAWK WIFI,LGA1200,ATX,128,4
Gigabyte X570 AORUS XTREME,AM4,EATX,128,4
MSI MAG B660M MORTAR DDR4,LGA1700,Micro ATX,128,4
Gigabyte B760 AORUS ELITE AX DDR4,LGA1700,ATX,128,4
Gigabyte Z690 AORUS PRO,LGA1700,ATX,192,4
Asus Rampage IV Black Edition,LGA2011,EATX,128,8
ASRock Z690 Phantom Gaming 4,LGA1700,ATX,128,4
Asus ROG MAXIMUS XII HERO (WI-FI),LGA1200,ATX,128,4
MSI B450I GAMING PLUS MAX WIFI,AM4,Mini ITX,64,2
Gigabyte GA-H110M-A,LGA1151,Micro ATX,32,2
Asus ROG STRIX Z690-A GAMING WIFI,LGA1700,ATX,192,4
MSI MPG Z390 GAMING PRO CARBON AC,LGA1151,ATX,128,4
Asus TUF B450M-PRO GAMING,AM4,Micro ATX,64,4
ASRock A520M Pro4,AM4,Micro ATX,128,4
Gigabyte B450M AORUS ELITE,AM4,Micro ATX,128,4
Gigabyte Z790 AORUS ELITE AX-W,LGA1700,ATX,192,4
Asus PRIME X670-P WIFI-CSM,AM5,ATX,192,4
Gigabyte GA-Z97X-UD5H,LGA1150,ATX,32,4
MSI MPG Z590 GAMING CARBON WIFI,LGA1200,ATX,128,4
Asus H110M-R,LGA1151,Micro ATX,32,2
MSI Z97S SLI Krait Edition,LGA1150,ATX,32,4
ASRock Z370 Extreme4,LGA1151,ATX,64,4
Gigabyte X570S AORUS ELITE,AM4,ATX,128,4
ASRock B550 Extreme4,AM4,ATX,128,4
Gigabyte Z690 AERO G DDR4,LGA1700,ATX,128,4
MSI H81M-P33,LGA1150,Micro ATX,16,2
Asus ROG STRIX Z390-I GAMING,LGA1151,Mini ITX,64,2
Asus TUF GAMING B760M-PLUS D4,LGA1700,Micro ATX,128,4
Gigabyte Z390 AORUS PRO,LGA1151,ATX,128,4
Asus CROSSHAIR VI HERO,AM4,ATX,128,4
ASRock Z370 Pro4,LGA1151,ATX,64,4
Supermicro C9Z390-PGW,LGA1151,ATX,128,4
Asus ProArt X570-CREATOR WIFI,AM4,ATX,128,4
Biostar B450MHP,AM4,Micro ATX,64,2
Asus PRO Q570M-C/CSM,LGA1200,Micro ATX,128,4
Gigabyte A520M DS3H,AM4,Micro ATX,128,4
Asus PRIME A520M-R,AM4,Micro ATX,64,2
Gigabyte GA-970A-DS3P,AM3+,ATX,32,4
Asus ROG STRIX Z590-I GAMING WIFI,LGA1200,Mini ITX,64,2
Asus ROG MAXIMUS Z790 APEX,LGA1700,ATX,96,2
ASRock X299E-ITX/ac,LGA2066,Mini ITX,128,4
Gigabyte GA-Z77X-UD3H,LGA1155,ATX,32,4
Gigabyte B660 DS3H AC DDR4,LGA1700,ATX,128,4
Asus ROG Strix Z370-I Gaming,LGA1151,Mini ITX,32,2
MSI B360 GAMING PLUS,LGA1151,ATX,64,4
Supermicro X11SCL-LN4F,LGA1151,Micro ATX,128,4
MSI MAG B365M MORTAR,LGA1151,Micro ATX,64,4
Gigabyte Z790 AORUS ELITE DDR4,LGA1700,ATX,128,4
Gigabyte Z490 AORUS ELITE AC,LGA1200,ATX,128,4
MSI PRO B760-VC WIFI II,LGA1700,ATX,192,4
Asus TUF GAMING B760M-E D4,LGA1700,Micro ATX,128,4
Gigabyte Z690 AORUS MASTER,LGA1700,EATX,192,4
MSI B450 Gaming Plus,AM4,ATX,64,4
Gigabyte Z590 AORUS ELITE AX,LGA1200,ATX,128,4
Biostar B550MH,AM4,Micro ATX,64,2
ASRock B660M-C,LGA1700,Micro ATX,128,4
Asus A620M-AYW WIFI,AM5,Micro ATX,96,2
Gigabyte X570S UD,AM4,ATX,128,4
Asus TUF X470-PLUS GAMING,AM4,ATX,64,4
MSI H410M PRO,LGA1200,Micro ATX,64,2
MSI B450-A PRO,AM4,ATX,64,4
Gigabyte H610M H,LGA1700,Micro ATX,64,2
